id,title,authors,description,categories,average_rating,ratings_count,published_date,page_count,thumbnail,language,source_query
v664jThdkN0C,The Complete Works of Charles Dickens,Charles Dickens,"It is impossible to overstate the importance of British novelist CHARLES DICKENS (1812-1870) not only to literature in the English language, but to Western civilization on the whole. He is arguably the first fiction writer to have become an international celebrity. He popularized episodic fiction and the cliffhanger, which had a profound influence on the development of film and television. He is entirely responsible for the popular image of Victorian London that still lingers today, and his characters-from Oliver Twist to Ebenezer Scrooge, from Miss Havisham to Uriah Heep-have become not merely iconic, but mythic. But it was his stirring portraits of ordinary people-not the upper classes or the aristocracy-and his fervent cries for social, moral, and legal justice for the working poor, and in particular for poor children, in the grim early decades of the Industrial Revolution that powerfully impacted social concerns well into the 20th century. Without Charles Dickens, we may never have seen the likes of Sherlock Holmes, Upton Sinclair, or even Bob Dylan. Here, in 30 beautiful volumes-complete with all the original illustrations-is every published word written by one of the most important writers ever. The essential collector's set will delight anyone who cherishes English literature...and who takes pleasure in constantly rediscovering its joys. This volume contains A Child's History of England, which was serialized from 1851 to 1853 in the weekly magazine Dickens edited, Household Words. Dedicated to his own children, it tells the story of England from ancient times through the ascension of Queen Victoria, and was considered so authoritative that it was part of the school curriculum in England through World War II.",Reference,,0,2009-01-01,420,http://books.google.com/books/content?id=v664jThdkN0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Charles Dickens
0OqIoAEACAAJ,The Letters of Charles Dickens:,Charles Dickens,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ The Letters Of Charles Dickens: 1836-1870; Volume 3 Of The Letters Of Charles Dickens; Charles Dickens Charles Dickens, Georgina Hogarth, Mary Dickens Chapman and Hall, 1882",History,,0,2014-06-24,396,http://books.google.com/books/content?id=0OqIoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Charles Dickens
_TYjrgEACAAJ,Hard Times,Charles Dickens,"The shortest novel by far of Charles Dickens', Hard Times is also one of his most idea based works. In it, he launches a scathing attack on the prevailing fashion of believing in Utilitarianism, a philosophy that proposed the goal of society should be “the greatest good for the greatest number of people.” Dickens felt that such a philosophy saw people as mere statistics and not as individuals.The novel was published in serial form in his magazine Household Words. It is also the only novel where London is not featured. Set mainly in the fictional industrial town of Coketown, the book is divided into three sections “Sowing,” “Reaping” and “Garnering.”It tells the story of a wealthy, retired industrialist, Thomas Gradgrind. His two children are brought up according to strict Utilitarian principles and their teaching is completely devoid of imagination and compassion. When the elder Gradgrind takes in an orphan called Sissy, events are set to take a turn. The Gradgrind children are completely under their father's control. As they grow, the son becomes a dissolute wastrel, while the daughter is compelled to marry a man thirty years her senior. How the Gradgrinds resolve these issues and how they begin to understand the true value of human life makes up the rest of the story.Filled with memorable characters, as are all Dickens' novels, Hard Times is also the writer's attempt to reveal the dark side of the Industrial Revolution. Dickens was also trying to show that morality and wealth do not necessarily coexist. The overwhelming obsession with scientific temper, the worship of facts, the practical and materialistic ethos that was pervading the country in the Victorian era at the cost of all that was imaginative, humane and spiritual are other things that the writer was deeply concerned with.Hard Times besides being Dickens' shortest work, is devoid of a preface and illustrations unlike all his other books. As a social protest novel, Hard Times also reflects the rapidly changing nature of society in Victorian England. The rise of a newly rich class, arrogant in their power to purchase anything and everything, completely devoid of social graces and the right pedigree was a phenomenon that bewildered many of the older generation. The world was also undergoing great periods of political unrest. Europe was changing and so was America which was then in the grip of the Civil War. Set against this background, Hard Times is a vivid portrayal of the era.",Fiction,,0,2014-12-22,294,http://books.google.com/books/content?id=_TYjrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Charles Dickens
9MRSDwAAQBAJ,Scenes and Characters From The Works of Charles Dickens,Charles Dickens,"Scenes and Characters from the Works of Charles Dickens by Charles Dickens: Explore the vivid and diverse world created by the legendary author Charles Dickens with ""Scenes and Characters from the Works of Charles Dickens."" This collection offers a glimpse into the memorable characters and settings found throughout Dickens' novels. Key Aspects of the Book ""Scenes and Characters from the Works of Charles Dickens"": Character Portraits: Charles Dickens provides detailed character sketches, bringing to life the eccentric and unforgettable individuals who populate his stories. Exploration of Society: The book offers insights into the social issues and inequalities prevalent in Dickens' Victorian England, as depicted in his novels. Literary Legacy: ""Scenes and Characters"" serves as a testament to Dickens' storytelling talent and his lasting impact on the world of literature. Charles Dickens was a prolific 19th-century English novelist known for his works, including ""Oliver Twist,"" ""Great Expectations,"" and ""A Tale of Two Cities."" This collection showcases his ability to create memorable characters and address social issues through fiction.",Fiction,,0,2013-01-01,232,http://books.google.com/books/content?id=9MRSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Charles Dickens
oZ7yAAAAMAAJ,Our Mutual Friend,Charles Dickens,"Young John Harmon is supposedly killed on a journey back to England. Very much alive, this heir to a dust merchant's fortune goes to work under an assumed name for his father's current heirs.",Fiction,,0,2002-09-10,888,http://books.google.com/books/content?id=oZ7yAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Charles Dickens
HPAsEAAAQBAJ,A Christmas Carol - Charles Dickens,Charles Dickens,"A Christmas Carol Charles Dickens - A Christmas Carol. In Prose. Being a Ghost Story of Christmas, commonly known as A Christmas Carol, is a novella by Charles Dickens, first published in London by Chapman & Hall in 1843 and illustrated by John Leech. A Christmas Carol recounts the story of Ebenezer Scrooge, an elderly miser who is visited by the ghost of his former business partner Jacob Marley and the spirits of Christmas Past, Present and Yet to Come. After their visits, Scrooge is transformed into a kinder, gentler man. Dickens wrote A Christmas Carol during a period when the British were exploring and re-evaluating past Christmas traditions, including carols, and newer customs such as Christmas trees. He was influenced by the experiences of his own youth and by the Christmas stories of other authors, including Washington Irving and Douglas Jerrold. Dickens had written three Christmas stories prior to the novella, and was inspired following a visit to the Field Lane Ragged School, one of several establishments for London's street children. The treatment of the poor and the ability of a selfish man to redeem himself by transforming into a more sympathetic character are the key themes of the story. There is discussion among academics as to whether this is a fully secular story, or if it is a Christian allegory. Published on 19 December, the first edition sold out by Christmas Eve; by the end of 1844 thirteen editions had been released. Most critics reviewed the novella favourably. The story was illicitly copied in January 1844; Dickens took legal action against the publishers, who went bankrupt, further reducing Dickens's small profits from the publication. He went on to write four other Christmas stories in subsequent years. In 1849 he began public readings of the story, which proved so successful he undertook 127 further performances until 1870, the year of his death. A Christmas Carol has never been out of print and has been translated into several languages; the story has been adapted many times for film, stage, opera and other media.",Fiction,,0,2021-05-20,89,http://books.google.com/books/content?id=HPAsEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Charles Dickens
O1aEjwEACAAJ,The Works of Charles Dickens. Complete Ed,Charles Dickens,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,,0,2015-11-20,518,http://books.google.com/books/content?id=O1aEjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Charles Dickens
rHuYLR-XKAAC,"The Complete Works of Charles Dickens (in 30 Volumes, Illustrated)",Charles Dickens,"i Full Title 9781616400224_INTF ii Copyright 9781616400224_INTF iii Quote 9781616400224_INTF iv Frontispiece Scan v - x Original Front Matter Scan - All 1 - 446 Text and Illustrations Scan - All, including 10 un-numbered pages 447 - 448 Text 9781616400224_INTM 449 Cosimo Ad 9781616400224_INTB 450 - 452 Blank(s) 9781616400224_INTB",Reference,,0,2009-01-01,472,http://books.google.com/books/content?id=rHuYLR-XKAAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Charles Dickens
2SKPEAAAQBAJ,Dombey and Son,Charles Dickens,"Dombey and Son, Charles Dickens’s story of a powerful man whose callous neglect of his family triggers his professional and personal downfall, showcases the author’s gift for vivid characterization and unfailingly realistic description. As Jonathan Lethem contends in his Introduction, Dickens’s “genius . . . is at one with the genius of the form of the novel itself: Dickens willed into existence the most capacious and elastic and versatile kind of novel that could be, one big enough for his vast sentimental yearnings and for every impulse and fear and hesitation in him that countervailed those yearnings too. Never parsimonious and frequently contradictory, he always gives us everything he can, everything he’s planned to give, and then more.” This Modern Library Paperback Classic was set from the 1867 “Charles Dickens” edition.",Fiction,,0,2003-04-08,0,http://books.google.com/books/content?id=2SKPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Charles Dickens
ZKh7zQEACAAJ,"Oliver Twist, Volume 1 by Charles Dickens",Charles Dickens,"Differentiated book- It has a historical context with research of the time-Oliver Twist, Volume 1 by Charles Dickens.Oliver Twist is the second novel by English author Charles Dickens. It was originally published as a delivery novel. It is the first novel in the English language that has a child as the protagonist. Oliver Twist is one of the first social novels in the history of literature. He draws his readers' attention to various social ills of the time, such as child labor or the use of children to commit crimes. Dickens scoffs at the hypocrisy of his day by treating these serious subjects with sarcasm and dark humor. It has been adapted on numerous occasions for film, television and musical theater. It has been translated into numerous languages. Charles Dickens - Charles John Huffam Dickens FRSA (February 7, 1812 - June 9, 1870) was an English writer and social critic.He created some of the world's best-known fictional characters and is considered by many to be the best novelist of the Victorian era. His works enjoyed unprecedented popularity during his lifetime, and by the 20th century, critics and scholars recognized him as a literary genius. His novels and short stories are still widely read today. Born in Portsmouth, Dickens dropped out of school to work in a factory when his father was incarcerated in a debtor's prison.",,,0,2020-05-09,164,http://books.google.com/books/content?id=ZKh7zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Charles Dickens
qNdjEAAAQBAJ,IN OUR TIME: Ernest Hemingway,Ernest Hemingway,"Ernest Hemingway, (1899 – 1961) was an American novelist and short-story writer, awarded the Nobel Prize for Literature in 1954. He was noted both for the intense masculinity of his writings and for his adventurous and widely publicized life. A consummately contradictory man, Hemingway achieved a fame surpassed by few, if any, American authors of the 20th century. The virile nature of his writing, which attempted to re-create the exact physical sensations he experienced in wartime, big-game hunting, and bullfighting, in fact masked an aesthetic sensibility of great delicacy. In Our Time consists of sixteen early Hemingway short stories, including the famous Nick Adams stories ""Indian Camp"" and ""The Three-Day Blow,"" and introduces readers to the hallmarks of the Hemingway style: a lean, tough prose, enlivened by an ear for the colloquial and an eye for the realistic.",Fiction,,0,2022-03-11,160,http://books.google.com/books/content?id=qNdjEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
g0phAAAAMAAJ,"Ernest Hemingway, Selected Letters, 1917-1961",Ernest Hemingway,"While many people are familiar with the public image of Hemingway and the legendary accounts of his life, few knew him as an intimate. Now, with this collection of letters-the first to be published- a new Hemingway emerges. Ranging from 1917 to 1961, this generous selection of nearly 600 letters is, in effect, both a self-portrait and an autobiography.",Literary Criticism,,0,1981,982,http://books.google.com/books/content?id=g0phAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Ernest Hemingway
lxHaDwAAQBAJ,In Our Time,Ernest Hemingway,"A collection of vignettes and stories, including the Nick Adams tale ""Indian Camp,"" from one of American literature's greatest twentieth-century writers. This volume of short fiction offers brief glimpses into Ernest Hemingway's life and mind, portraying the evolution of an artist—a writer of nonfiction testing the form's limits, stretching his imagination, and experimenting with the ""fibrous and athletic"" language that would propel his novels and make its mark on literary history ( The New York Times). In Our Time features famous Nick Adams stories such as ""Indian Camp,"" in which Nick gets a hard lesson in the reality of birth and death, ""The Doctor and the Doctor's Wife,"" ""The Three-Day Blow,"" ""The Battler,"" and ""Big Two-Hearted River,"" Parts I and II. There are scenes of war, bullfights, and brutality, but also moments of humor, albeit dark, and beauty. In Our Time captures a moment in a master's career, in which we are given a hint of what is to come . . .",Fiction,,0,2020-04-07,128,http://books.google.com/books/content?id=lxHaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
RMVaAAAAMAAJ,The Only Thing that Counts,Ernest Hemingway|Maxwell Evarts Perkins,"""In 1924 F. Scott Fitzgerald told his editor Maxwell Perkins about a young American expatriate in Paris, an unknown writer with a ""brilliant future."" When Perkins wrote to Ernest Hemingway several months later, he commenced a correspondence spanning more than two decades and charting the career of the most influential American author of this century."" ""The letters collected here are the record of a remarkable professional alliance - an enduring friendship between editor and author - and of Hemingway's development as a writer. Determined to be a great novelist, Hemingway reported frequently on the pitfalls and triumphs of the writing process. While his fiction is characterized by precision and control, his letters reveal Hemingway at his most ebullient. Whether self-satisfied, bitter, or intoxicated, he wrote impassioned letters about everything that was on his mind, from literature and money to bull-fighting, fishing, and friendship."" ""From Paris in the Twenties through the Depression, the Spanish Civil War, and World War II, the correspondence between these men provides inside commentary on an era marked by influential developments in both literature and politics. And finally, for anyone interested in books, editing, and authorship, Perkins and Hemingway's exchange on the subjects of advances, advertising, critics, jacket illustrations, and movie deals show how much has changed in book publishing and how much has stayed the same.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",Biography & Autobiography,,0,1996,376,http://books.google.com/books/content?id=RMVaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Ernest Hemingway
6N9IEAAAQBAJ,Dear Papa,Ernest Hemingway|Patrick Hemingway,"An intimate and illuminating glimpse at Ernest Hemingway as a father, revealed through a selection of letters he and his son Patrick exchanged over the span of twenty years. In the public imagination, Ernest Hemingway looms larger than life. But the actual person behind the legend has long remained elusive. Now, his son Patrick shares the letters they exchanged over two decades, offering a glimpse into how one of America’s most iconic writers interacted with his children. These letters reveal a father who wished for his children to share his interests—hunting, fishing, travel—and a son who was receptive to the experiences his father offered. Edited by and including an introduction by Patrick Hemingway’s nephew Brendan Hemingway and his grandson Stephen Adams, and featuring a prologue and epilogue by Patrick reflecting on his father’s legacy, Dear Papa is a loving and collaborative family project and a nuanced, fascinating portrait of a father and son.",Literary Collections,,0,2022-06-14,336,http://books.google.com/books/content?id=6N9IEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
IE6vAAAAIAAJ,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,The Complete Short Stories of Ernest Hemingway will stand as the definitive collection by the man whose craft and vision remains an enduring influence on generations of readers and writers. Copyright © Libri GmbH. All rights reserved.,Fiction,,0,1987,682,http://books.google.com/books/content?id=IE6vAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Ernest Hemingway
ip48EQAAQBAJ,A Farewell to Arms,Ernest Hemingway,"A Farewell to Arms is a poignant exploration of love, war, and the fragility of human existence during the tumultuous backdrop of World War I. Ernest Hemingway crafts a narrative that intertwines the personal and the universal, delving into themes of sacrifice, disillusionment, and resilience. Through the experiences of Lieutenant Frederic Henry and Catherine Barkley, the novel examines the pursuit of solace amidst chaos and the profound impact of loss and hope. Since its publication, A Farewell to Arms has been acclaimed for its stark, unadorned prose and its ability to capture the raw emotions of individuals grappling with the horrors of war. Hemingway's depiction of the human spirit's struggle against overwhelming forces resonates deeply, offering a timeless meditation on the costs of conflict and the pursuit of meaning in a fractured world. The novel's enduring significance lies in its ability to convey universal truths about love and mortality through the lens of deeply personal experiences. By juxtaposing the brutality of war with the tenderness of human connection, A Farewell to Arms invites readers to reflect on the resilience of the human spirit and the sacrifices demanded by both love and survival.",Fiction,,0,2025-01-06,359,http://books.google.com/books/content?id=ip48EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
LctaAAAAMAAJ,At the Hemingways,Marcelline Hemingway Sanford|Ernest Hemingway,Distributed by the University of Nebraska Press for the University of Idaho Press This expanded edition of Marcelline Hemingway Sanford's recollections of growing up with her brother Ernest in Oak Park gives a delightful new glimpse into over fifty years of correspondence between siblings. Marcelline Hemingway Sanford presents a vivid and understanding portrait of the Hemingway family between 1898 and 1928.,Biography & Autobiography,,0,1999,440,http://books.google.com/books/content?id=LctaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Ernest Hemingway
ghKyLjIU4-QC,The Sun Also Rises,Ernest Hemingway,The author employs the conversational method in this realistic novel about a group of English and American ineffectuals on the continent.,Fiction,3.5,13,2006-10-17,272,http://books.google.com/books/content?id=ghKyLjIU4-QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
55HsDwAAQBAJ,The Complete Works (100+) of Ernest Hemingway (Illustrated edition),Ernest Hemingway,"Ernest Hemingway (ヘミングウェイ) is a giant among 20th-century American authors. Even during his own time, he had a cult following. His many books, The Old Man and the Sea, A Farewell to Arms, For Whom the Bell Tolls, and The Snows of Kilimanjaro remain well-loved classics to this day. In 1954 Hemmingway won the Nobel Prize for literature in recognition of his talent. “Papa” Hemingway possessed a bright personality and traveled incessantly. He handwrote his manuscripts in pencil and on a “good” day he could write seven pencils down to their nubs while standing in one place; moving only to shift his body weight from one foot to the other. A tragic figure, he suffered from numerous maladies and injuries throughout his life: anthrax, malaria, amoebic dysentery, pneumonia, skin cancer, hepatitis, and diabetes amongst them. Additionally, he experienced ruptured internal organs (kidneys, spleen, and liver), a cracked vertebra, and a fractured skull. His passions were three: literature, alcohol, and fishing. Among his favorite books, Hemingway listed Flaber’s Madam Bovary, Stendhal’s The Red and the Black, Joyce’s Dubliners, Tolstoy’s Anna Karenina, and Dostoyevsky’s The Brothers Karamazov as must-reads for all. THE NOVELS THE TORRENTS OF SPRING THE SUN ALSO RISES A FAREWELL TO ARMS TO HAVE AND HAVE NOT FOR WHOM THE BELL TOLLS ACROSS THE RIVER AND INTO THE TREES THE OLD MAN AND THE SEA THE SHORT STORY COLLECTIONS THREE STORIES AND TEN POEMS IN OUR TIME MEN WITHOUT WOMEN WINNER TAKE NOTHING THE FIFTH COLUMN AND THE FIRST FORTY-NINE STORIES THE FIFTH COLUMN AND FOUR STORIES OF THE SPANISH CIVIL WAR MISCELLANEOUS SHORT STORIES THE PLAY THE FIFTH COLUMN THE POETRY THE NON-FICTION DEATH IN THE AFTERNOON GREEN HILLS OF AFRICA NEWSPAPER ARTICLES THE AUTOBIOGRAPHIES HEMINGWAY, THE WILD YEARS A MOVEABLE FEAST",Fiction,,0,2021-02-01,3723,http://books.google.com/books/content?id=55HsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
asv3AgAAQBAJ,The Collected Works Of Ernest Hemingway,Ernest Hemingway,"The Collected Works of Ernest Hemingway brings together novels of the acclaimed American author. From early promise to literary maturity, the novels of Ernest Hemingway are the work of a skilled storyteller that continue to resonate with modern readers. This special ebook edition includes: The Torrents of Spring, The Sun Also Rises, A Farewell to Arms, To Have and Have Not, For Whom the Bell Tolls, Across the River and Into the Trees, The Old Man and the Sea, Islands in the Stream and The Garden of Eden. HarperPerennial Classics brings great works of literature to life in digital format, upholding the highest standards in ebook production and celebrating reading in all its forms. Look for more titles in the HarperPerennial Classics collection to build your digital library.",Fiction,,0,2014-03-18,2732,http://books.google.com/books/content?id=asv3AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
tZ4mCgAAQBAJ,Ernest Hemingway: The Last Interview,Ernest Hemingway,"Get to know the man behind the legend in this extraordinary collection of interviews with the Nobel Prize–winning author who defined American literature. Hemingway was not only known for his understated style, but for his public image as America’s greatest author and journalist—and for the grand, expansive, adventurous way he lived his life. The prickly wit and fierce dedication to his craft that defined Hemingway’s life and work shine through in this unprecedented collection of interviews.",Biography & Autobiography,,0,2015-12-15,98,http://books.google.com/books/content?id=tZ4mCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
6FonetSiO_oC,To Have and Have Not,Ernest Hemingway,"From one of the best writers in American literature, a classic novel about smuggling, intrigue, and love. To Have and Have Not is the dramatic story of Harry Morgan, an honest man who is forced into running contraband between Cuba and Key West as a means of keeping his crumbling family financially afloat. His adventures lead him into the world of the wealthy and dissipated yachtsmen who throng the region and involve him in a strange and unlikely love affair. In this harshly realistic, yet oddly tender and wise novel, Hemingway perceptively delineates the personal struggles of both the ""haves"" and the ""have nots"" and creates one of the most subtle and moving portraits of a love affair in his oeuvre. By turns funny and tragic, lively and poetic, remarkable in its emotional impact, To Have and Have Not is literary high adventure at its finest.",Fiction,4.5,2,2002-07-25,177,http://books.google.com/books/content?id=6FonetSiO_oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
TY8BgIdcUAwC,Across the River and Into the Trees,Ernest Hemingway,"Soon to be a major motion picture starring Liev Schreiber! A poignant tale of a revitalizing love that is found too late—the fleeting connection between an Italian countess and an injured American colonel inspires light and hope, while only darkness lies ahead. In the fall of 1948, Ernest Hemingway made his first extended visit to Italy in thirty years. His reacquaintance with Venice, a city he loved, provided the inspiration for Across the River and into the Trees, the story of Richard Cantwell, a war-ravaged American colonel stationed in Italy at the close of the Second World War, and his love for a young Italian countess. A bittersweet homage to love that overpowers reason, to the resilience of the human spirit, and to the world-weary beauty and majesty of Venice, Across the River and into the Trees stands as Hemingway's statement of defiance in response to the great dehumanizing atrocities of the Second World War.",Fiction,,0,2002-07-25,260,http://books.google.com/books/content?id=TY8BgIdcUAwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
--FSAgAAQBAJ,Hemingway on Fishing,Ernest Hemingway,"From childhood on, Ernest Hemingway was a passionate fisherman. He fished the lakes and creeks near the family’s summer home at Walloon Lake, Michigan, and his first stories and pieces of journalism were often about his favorite sport. Here, collected for the first time in one volume, are all of his great writings about the many kinds of fishing he did—from angling for trout in the rivers of northern Michigan to fishing for marlin in the Gulf Stream. In A Moveable Feast, Hemingway speaks of sitting in a café in Paris and writing about what he knew best—and when it came time to stop, he “did not want to leave the river.” The story was the unforgettable classic “Big Two-Hearted River,” and from its first words we do not want to leave the river either. He also wrote articles for The Toronto Star on fishing in Canada and Europe and, later, articles for Esquire about his growing passion for big-game fishing. Two of his last books, The Old Man and the Sea and Islands in the Stream, celebrate his vast knowledge of the ocean and his affection for its great denizens. Hemingway on Fishing is an encompassing, diverse, and fascinating assemblage. From the early Nick Adams stories and the memorable chapters on fishing the Irati River in The Sun Also Rises to such late novels as Islands in the Stream, this collection traces the evolution of a great writer’s passion, the range of his interests, and the sure use he made of fishing, transforming it into the stuff of great literature. Anglers and lovers of great writing alike will welcome this important collection.",Fiction,,0,2014-05-22,300,http://books.google.com/books/content?id=--FSAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
r5WOzQEACAAJ,A Farewell to Arms,Ernest Hemingway,"Ernest Hemingway (1899-1961), born in Oak Park, Illinois, started his career as a writer in a newspaper office in Kansas City at the age of seventeen. After the United States entered the First World War, he joined a volunteer ambulance unit in the Italian army. Serving at the front, he was wounded, was decorated by the Italian Government, and spent considerable time in hospitals. After his return to the United States, he became a reporter for Canadian and American newspapers and was soon sent back to Europe to cover such events as the Greek Revolution.During the twenties, Hemingway became a member of the group of expatriate Americans in Paris, which he described in his first important work, The Sun Also Rises (1926). Equally successful was A Farewell to Arms (1929), the study of an American ambulance officer's disillusionment in the war and his role as a deserter. Hemingway used his experiences as a reporter during the civil war in Spain as the background for his most ambitious novel, For Whom the Bell Tolls (1940). Among his later works, the most outstanding is the short novel, The Old Man and the Sea (1952), the story of an old fisherman's journey, his long and lonely struggle with a fish and the sea, and his victory in defeat.Hemingway - himself a great sportsman - liked to portray soldiers, hunters, bullfighters - tough, at times primitive people whose courage and honesty are set against the brutal ways of modern society, and who in this confrontation lose hope and faith. His straightforward prose, his spare dialogue, and his predilection for understatement are particularly effective in his short stories, some of which are collected in Men Without Women (1927) and The Fifth Column and the First Forty-Nine Stories (1938). Hemingway died in Idaho in 1961.",,,0,2020-04-28,294,http://books.google.com/books/content?id=r5WOzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Ernest Hemingway
ydFQAQAAQBAJ,Garden of Eden,Ernest Hemingway,"A sensational bestseller when it appeared in 1986, The Garden of Eden is the last uncompleted novel of Ernest Hemingway, which he worked on intermittently from 1946 until his death in 1961. Set on the Côte d'Azur in the 1920s, it is the story of a young American writer, David Bourne, his glamorous wife, Catherine, and the dangerous, erotic game they play when they fall in love with the same woman. “A lean, sensuous narrative...taut, chic, and strangely contemporary,” The Garden of Eden represents vintage Hemingway, the master “doing what nobody did better” (R.Z. Sheppard, Time).",Fiction,,0,2014-05-22,256,http://books.google.com/books/content?id=ydFQAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
Ic4nHr_6JXMC,Complete Poems,Ernest Hemingway,"Ernest Hemingway never wished to be widely known as a poet. He concentrated on writing short stories and novels, for which he won the Nobel Prize in 1956. But his poetry deserves close attention, if only because it is so revealing. Through verse he expressed anger and disgust—at Dorothy Parker and Edmund Wilson, among others. He parodied the poems and sensibilities of Rudyard Kipling, Joyce Kilmer, Robert Graves, Robert Louis Stevenson, and Gertrude Stein. He recast parts of poems by the likes of Ezra Pound and T. S. Eliot, giving them his own twist. And he invested these poems with the preoccupations of his novels: sex and desire, battle and aftermath, cats, gin, and bullfights. Nowhere is his delight in drubbing snobs and overrefined writers more apparent. In this revised edition of the Complete Poems, the editor, Nicholas Gerogiannis, offers here an afterword assessing the influence of the collection, first published in 1979, and an updated bibliography. Readers will be particularly interested in the addition of ""Critical Intelligence,"" a poem written soon after Hemingway's divorce from his first wife in 1927. Also available as a Bison Book: Hemingway's Quarrel with Androgyny by Mark Spilka.",Poetry,4,1,1992-01-01,204,http://books.google.com/books/content?id=Ic4nHr_6JXMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,inauthor:Ernest Hemingway
G7VbAAAAMAAJ,The Letters of Virginia Woolf,Virginia Woolf,"""Virginia Woolf is 47 at the beginning of this volume, and struggling to complete her masterpiece, The Waves - rewriting it three times, interrupted by illness and unwanted visitors. But she continued to meet and correspond with old friends such as Roger Fry, Lytton Strachey, Vita Sackville-West and Ottoline Morrell, and made several new ones. The most important of these was the composer Ethel Smyth - over 70, explosively energetic, and openly in love with Virginia - who gradually replaced Vita as her most intimate friend. Virginia's letters to Ethel, in which she discussed frankly her madness, sex, her literary aspirations and even her thoughts of suicide, are among the strongest and most personal she ever wrote.""--Google Books.",Literary Criticism,,0,1975,486,http://books.google.com/books/content?id=G7VbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,inauthor:Virginia Woolf
